y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
15.92,30.6,106.6,0.03991,0.91124,17,18,12,10,30,33,58,64,81,72,55,43,25,21,73,53,37,37,35,12,1,0,29.9
29.54,5.1,99.6,0.09837,0.54334,94,96,9,23,23,34,44,68,71,52,54,38,37,28,1,0,0,1,0,2,0,1,35.87
35,5.5,123.4,0.15423,0.28962,65,60,3,4,24,17,39,30,71,89,33,56,27,39,12,0,0,0,0,0,0,0,32.43
24.85,84.4,103.1,0.2195,4.00421,7,7,6,6,6,2,6,4,0,0,0,0,0,3,97,66,0,4,83,75,98,99,4.64
18.4,21.1,84.3,0.86896,1.72605,8,6,1,7,20,17,25,25,99,100,100,97,81,83,6,0,1,2,1,5,1,0,12.82
9.94,8.4,123.5,0.11762,1.21571,0,0,4,3,0,2,1,2,31,22,17,18,15,9,0,2,0,2,3,6,0,4,34.78
14.39,78.1,100.2,0.34834,0.10904,4,0,0,0,0,1,10,12,2,2,0,4,2,0,94,81,0,0,83,85,0,0,11.6
10.15,14,109.6,0.68445,0.74845,14,7,3,0,7,5,1,2,1,0,1,0,0,1,64,41,5,0,53,38,0,0,9.47
13.91,0,111.2,0.39757,0.13424,6,0,1,4,4,0,5,0,0,0,0,5,3,0,6,0,0,1,0,0,0,0,13.33
12.4,85.3,100.2,0.62194,0.54990000000000006,4,6,0,0,0,1,9,8,0,3,3,0,1,1,99,87,7,70,87,83,0,0,5.38
22.8,55.9,110.8,0.27519,0.36202,7,5,7,2,7,4,22,16,90,96,100,94,77,79,1,0,3,0,53,58,99,96,16.14
31.11,11.9,111.8,0.69431,1.8083,66,70,3,0,3,0,19,5,1,1,2,0,0,3,6,2,1,0,0,0,100,100,19.95
17.01,96.3,95.3,0.5922,0.73786,13,11,5,6,5,6,6,4,97,98,95,92,89,89,100,93,70,77,69,28,1,0,19.22
18.73,27.8,110.4,2.63568,1.19469,25,15,1,1,13,16,41,42,93,96,52,67,49,51,0,1,3,1,3,0,2,2,20.63
35,46,109.3,0.48875,0.26741,79,78,15,11,0,1,1,0,99,100,90,92,55,69,2,1,1,15,7,3,5,0,30.77
17,10.1,113.4,0.727,0.24676,5,0,0,0,0,3,7,1,66,67,59,50,36,30,2,1,0,1,1,2,1,0,45.81
14.53,0.2,101.3,0.30115,0.61182,2,0,2,6,0,3,1,4,56,33,20,9,15,4,0,2,0,1,0,2,48,30,50.22
24.82,2.2,98.6,0.49893,5.0761,74,73,21,17,21,15,49,47,76,78,47,46,26,36,7,2,1,0,0,1,77,80,34.45
10.19,1.4,5.5,0.34288,1.40031,21,15,15,16,1,1,0,2,1,0,0,5,1,2,0,5,0,4,0,5,2,4,0
16.85,67,90.7,0.12017,0.03502,19,21,18,14,17,10,8,13,0,0,0,0,3,4,1,7,94,75,56,56,1,0,6.81
14.92,71.1,95.7,0.03163,0.15475,6,5,5,0,7,2,19,11,0,2,0,0,0,6,1,3,0,72,78,72,0,0,3.93
23.59,91.3,106.8,0.06682,4.74612,12,5,3,5,5,5,0,4,0,0,0,1,0,1,98,64,0,0,83,78,100,100,6.36
15.69,33.8,100.7,0.21994,1.0432,1,4,0,2,1,0,0,1,96,98,91,94,63,67,88,86,0,1,83,82,100,100,19.87
28,5.9,62.7,0.42818,0.71803,81,88,32,31,49,53,69,67,0,0,0,0,0,0,0,4,0,0,1,0,0,1,21.15
9.4,10.5,95.2,0.52619,0.60894,11,7,5,3,5,8,1,2,0,1,0,0,2,4,73,34,0,0,49,35,1,1,6.12
11.24,1,0,0.15342,0.66842,15,0,0,2,5,4,4,0,1,0,0,1,0,4,3,2,0,0,0,0,1,0,0
10.22,0,111.6,0.1412,1.08173,20,8,9,9,4,6,21,19,0,0,1,1,0,2,0,1,0,3,3,5,0,0,9.83
11.77,10.3,103,1.13346,0.78024,10,8,1,3,2,12,0,1,0,0,1,0,0,1,63,41,0,0,55,42,0,4,7.79
21.75,8.5,97.7,0.63906,0.49834,61,70,10,20,45,48,72,80,46,49,22,22,12,16,5,0,6,0,0,1,0,0,23.23
12.38,23.4,101.1,0.12671,1.81738,0,1,4,3,6,3,0,0,0,0,4,0,0,2,4,0,0,0,3,0,3,2,17.12
22.76,12.2,99,0.20371,0.21493,54,57,2,13,37,39,50,58,78,71,54,44,23,25,32,58,25,15,1,0,85,81,34.9
26.75,14,80.1,0.61183,0.1084,72,82,37,46,64,68,81,94,37,24,10,2,8,3,9,30,4,2,0,0,50,37,53.64
29.18,36.3,73.3,0.55922,2.10145,62,60,26,32,37,42,65,68,1,4,1,0,3,0,4,0,4,1,1,1,0,3,21.49
25.71,39.7,100.6,0.56561,1.1324,4,1,0,3,17,16,42,31,4,0,1,0,0,0,3,1,5,0,57,60,92,100,14.65
20.14,75.9,105.9,2.28405,0.19578,8,6,1,0,2,2,20,14,0,0,0,2,2,2,2,2,0,0,75,82,0,0,8.69
12.09,86.3,95,0.1843,2.16857,3,9,0,0,1,4,3,4,3,1,0,2,1,0,88,57,7,0,83,81,0,0,10.76
29.59,4.4,139.1,0.08926,0.11652,0,0,0,0,1,2,0,3,66,79,31,35,19,16,0,0,1,0,0,2,84,93,30.68
35,7,98.7,0.11164,0.63425,100,97,10,19,24,34,52,66,69,55,55,40,36,24,2,3,2,0,4,1,0,3,24.12
26.14,11,114.4,0.36251,0.96774,86,88,5,3,27,19,51,38,82,84,48,46,16,23,1,1,1,0,5,3,4,0,17.9
23.54,26.5,100.5,0.53942,0.10644,1,1,5,0,5,6,24,14,3,1,0,2,0,0,0,0,0,0,71,76,0,0,10.08
13.32,39.6,107.1,0.03486,0.84333,4,3,3,0,8,16,20,16,97,100,94,95,91,86,3,0,0,4,2,2,0,0,10.46
14.83,53.2,101.4,0.45474,1.13286,9,10,8,10,6,7,23,22,85,93,76,89,47,70,45,29,27,13,22,10,0,0,21.74
15.59,43.3,98,0.45102,1.22417,2,0,2,0,14,9,27,25,97,100,88,90,59,60,78,74,56,66,56,51,95,98,18.8
33.4,36.6,89.1,9.30804,0.95554,26,26,10,16,44,37,58,56,81,90,47,48,33,36,76,61,28,32,28,17,93,97,1.74
11.03,113.6,115.7,0.21634,0.67438,4,0,3,1,1,0,8,7,1,0,0,0,0,3,0,7,0,0,2,0,2,3,10.21
26.95,17,115.3,0.64878,0.17874,31,42,4,1,0,0,1,4,67,58,43,28,24,17,3,0,0,5,1,0,3,3,38.58
23.62,43.3,110,0.22588,0.26801,5,0,1,2,0,0,0,0,95,92,49,66,23,41,3,0,0,5,24,17,99,98,31.52
20.37,16.6,86.5,0.2635,0.19241,22,19,19,18,13,27,20,31,33,31,30,22,22,8,2,0,0,3,1,0,0,0,33.36
12.68,2.6,122.1,0.17594,0.16119,5,4,7,1,0,0,1,2,29,25,18,20,16,14,0,3,0,2,2,6,0,0,30.78
16.36,73.4,100.6,0.5358,0.45765,5,7,2,2,2,4,2,3,0,0,0,0,0,1,1,1,97,83,76,74,3,2,8.85
14.18,0,90.4,0.70973,0.60488,0,4,0,3,4,5,0,0,100,100,100,100,98,95,2,0,2,0,0,1,0,0,22.49
19.61,58.2,103.5,0.08828,0.79854,10,2,2,7,8,6,19,24,87,95,75,79,76,77,83,67,54,51,52,33,100,99,9.77
8.37,8.8,0,0.55534,2.54538,17,40,1,0,0,0,0,0,0,0,2,0,0,1,7,0,1,6,0,5,0,0,3.89
29.24,0,82.5,0.21545,0.41151,85,82,29,18,0,2,0,5,47,50,26,34,16,10,28,64,41,30,16,5,1,0,32.91
11.77,0,0,0.18171,0.82408,10,7,1,10,6,7,24,18,0,0,0,3,4,0,3,2,5,2,2,4,0,0,3.33
27.9,18.7,100,0.29684,0.12402,63,59,8,14,38,41,51,60,72,73,57,44,24,27,31,54,25,14,1,0,85,77,40.53
28.87,80,106.1,0.35055,0.17241,3,0,4,0,7,4,2,0,3,0,0,0,5,6,4,1,0,6,0,0,4,1,22.87
25.46,40.4,102.3,0.43074,1.03439,31,31,0,0,4,0,32,26,94,98,80,79,60,72,63,50,34,25,32,10,97,100,24.03
23.44,25.7,112.9,0.82772,1.20176,91,88,0,1,22,20,45,41,85,86,45,49,14,21,0,0,0,3,2,1,0,1,13.82
23.08,7,124.3,2.03071,0.8098,20,19,2,10,29,43,44,68,52,45,21,13,12,10,14,34,23,11,3,0,70,54,35.37
23.78,22.3,114.8,0.19404,1.3810500000000001,56,52,8,0,15,10,24,22,77,84,64,70,55,56,2,2,7,4,0,0,82,85,28.3
23.56,46.1,112.9,0.58177,0.48942,0,0,6,5,2,0,0,4,89,93,53,69,27,37,0,4,2,3,18,26,99,99,21.81
15.98,20.4,103.2,0.44264,0.41563,16,13,1,0,17,14,29,28,68,74,45,47,10,10,1,6,3,0,0,4,92,89,32.59
23.85,102.4,94.2,0.6419,1.0205,13,9,5,1,4,1,5,4,1,0,0,0,2,3,0,2,2,4,82,75,1,0,8.57
35,14.8,124.1,0.20724,0.0193,33,31,0,1,1,0,0,0,77,81,48,59,33,45,1,0,36,6,1,0,94,95,31.74
25.39,0,89.6,0.42551,0.15816,84,87,32,21,0,3,2,3,43,53,30,31,11,11,33,68,39,31,13,5,3,0,41.47
27.58,38.9,97.2,0.86593,0.58511,31,29,2,5,6,4,32,27,94,97,81,78,64,70,60,50,32,23,33,11,98,98,29.54
19.17,73.3,118.6,0.63802,0.68625,3,22,0,0,1,1,2,5,1,2,1,0,0,1,6,6,0,0,0,0,1,1,7.83
22.44,73.6,102.2,0.03208,0.59557,6,6,2,2,7,3,8,4,100,99,99,93,92,98,0,1,6,0,2,0,0,2,12.25
24.46,0.8,127.8,0.54572,1.32039,52,48,9,1,18,7,25,18,77,88,61,71,52,58,1,1,1,1,1,1,78,82,23.16
25.21,78.4,108.3,0.55623,0.56105,3,0,8,8,3,1,15,9,94,100,63,77,45,30,82,80,64,72,57,50,98,96,7.12
35,24.1,107.8,0.15457,0.83371,9,1,7,0,8,13,24,17,97,94,85,100,67,89,6,1,0,5,1,0,3,0,4.48
20.4,67,117.5,0.59864,0.89809,6,2,4,4,1,0,12,10,94,97,67,72,55,29,82,73,59,65,62,51,100,98,10.95
16.69,0.5,111.6,0.32755,0.2482,4,0,0,2,0,0,0,3,68,67,60,49,36,30,1,0,2,0,6,0,0,0,38.45
10.98,85.6,107.9,0.14674,0.29691,3,6,5,3,0,0,8,8,4,4,3,0,0,1,100,86,0,68,82,81,0,2,4.61
21.28,71.8,109.3,0.8864,1.54038,0,2,0,0,1,5,7,0,1,0,0,5,0,3,96,94,2,0,93,95,100,100,6.94
23.95,40.9,108,0.15652,0.22025,2,0,0,0,4,0,2,4,94,93,51,65,21,43,0,0,3,4,18,19,98,98,20.32
21.62,0,112,0.28332,0.48509,30,30,9,9,11,19,41,51,0,0,0,4,0,3,3,0,1,1,0,3,0,1,27.91
18.34,71.1,124.3,0.32029,0.35564,0,0,4,1,0,5,5,1,2,2,2,1,0,0,94,78,4,0,82,81,0,2,18.43
19.97,25,96.2,0.5997,0.93382,10,3,0,0,16,17,26,22,97,96,94,98,84,84,0,1,0,0,0,3,1,1,14.75
21,86.8,104.1,0.49625,0.37304,4,7,3,1,1,1,7,1,1,0,2,0,0,0,100,2,1,2,80,82,100,99,13.87
34.53,11.2,77,0.37224,0.36882,64,62,27,33,34,37,52,52,70,64,51,53,35,27,0,0,0,2,0,2,75,73,34.9
30.43,12.8,110.6,0.15183,1.76701,66,61,0,0,2,1,15,8,1,0,0,0,1,3,1,1,2,1,3,0,97,97,26.62
26.67,21,110.8,0.59415,0.44462,2,1,2,5,1,0,2,7,76,71,49,48,47,46,2,2,2,1,4,0,0,0,33.54
14.4,21.6,101,0.19498,0.78978,2,0,0,3,0,6,0,1,0,0,0,0,0,1,82,1,1,0,57,49,0,0,17.68
12.05,3.4,0,1.27499,0.91709,4,2,2,0,4,4,2,0,0,0,0,0,0,4,4,0,1,2,0,0,0,0,5.67
35,53,99.3,5.28209,0.74422,24,29,9,4,8,5,11,13,92,97,97,96,89,92,0,1,5,4,56,59,100,100,0.53
19,62,107.6,0.15393,0.22491,3,4,1,0,2,0,1,4,0,1,0,4,3,1,97,82,3,0,82,78,100,99,11.54
16.8,68.9,86.7,0.3429,0.72147,23,23,18,15,13,15,14,12,0,1,0,0,0,0,1,3,94,76,55,58,0,2,10.95
19.3,78,97.4,0.35101,0.11602,1,4,4,0,4,2,17,11,0,0,0,0,2,2,98,80,7,3,84,89,0,0,19.49
21.19,2.4,123.2,0.41025,0.33062,57,50,12,8,36,31,73,68,48,50,25,20,6,0,78,98,6,40,0,4,2,0,32.1
28.49,94.1,101.1,0.27727,4.03184,6,2,4,3,1,7,0,3,0,0,0,1,0,1,100,71,2,2,85,75,100,100,14.75
13.67,29.6,97.7,0.59979,0.13964,0,2,5,3,0,11,10,19,0,2,0,0,0,1,4,6,0,0,0,0,0,1,19.55
16.42,93.4,104.4,1.15625,0.29084,2,3,3,3,3,5,1,4,0,0,1,0,5,0,100,80,4,2,81,85,0,0,3.34
10.58,7.3,110.8,0.12821,2.32171,3,3,0,6,2,0,0,3,0,0,1,0,1,2,81,5,6,0,59,51,0,0,18.12
10.83,0,8.5,0.77472,0.82859,19,16,16,15,7,2,0,1,5,0,0,1,3,4,0,1,5,0,0,1,3,0,8.45
20.67,10.7,106.1,0.93864,0.3314,30,31,7,12,12,15,47,51,0,0,5,2,0,6,0,0,6,0,0,4,0,2,26.37
27.1,145.4,104.7,0.37943,1.55948,6,5,5,7,2,6,7,7,0,0,0,0,3,2,6,5,3,2,73,68,99,100,4.66
23.33,38,93.3,0.07973,0.80879,28,25,18,12,14,9,35,31,96,94,78,82,59,71,63,51,41,22,42,17,98,98,15.68
16.91,25.9,112.9,0.02919,0.20768,2,8,2,3,5,5,21,17,0,0,0,0,2,0,5,3,0,2,74,77,0,0,0
22.99,66,102.3,0.71694,0.15726,4,6,2,0,5,0,8,6,0,0,1,0,0,1,100,70,0,6,78,61,100,97,4.27
18.29,3.6,102.3,0.31582,0.06913,5,0,2,1,5,4,23,18,0,0,1,0,0,0,3,5,3,3,78,75,0,0,15.35
15.17,55.5,99,0.14686,0.08478,7,0,5,1,0,3,9,2,1,2,0,1,3,0,0,6,6,0,83,82,0,1,11.39
17.97,30.1,91.1,0.9046,2.04387,10,11,0,0,21,14,25,23,99,100,98,100,83,79,1,6,0,0,0,0,1,3,22.33
12.59,68.3,104.5,0.46242,1.51544,0,0,7,0,0,0,2,2,2,0,0,0,0,3,0,95,1,0,82,86,0,2,12.9
25.14,38.7,79.7,0.38185,0.39075,62,62,28,26,40,38,69,64,2,0,0,0,4,5,2,0,1,4,4,0,0,0,24.01
9.74,90.9,98.1,0.433,1.27854,0,19,0,2,0,0,7,5,0,2,0,3,1,3,0,0,4,0,0,1,1,0,6.94
19.36,101.2,110.7,0.54194,0.9154,0,23,0,1,0,6,1,3,0,0,0,0,3,5,0,0,0,4,1,5,0,0,13.65
34.19,14,82.3,0.15314,0.42945,63,61,33,41,32,33,56,55,63,64,46,51,34,27,2,1,0,0,0,1,74,70,29.98
33.89,12.1,104.6,0.21468,0.97839,59,62,7,3,21,5,36,20,65,72,38,37,27,20,0,1,3,0,61,3,5,0,16.92
8.95,100,102.3,0.44514,1.77679,3,3,0,0,0,2,10,9,0,2,3,0,3,0,0,3,0,3,3,3,1,2,15.25
14.52,53.2,107.5,0.52451,0.2052,18,15,11,4,7,3,18,15,0,2,3,1,3,0,2,1,96,82,80,70,2,0,4.77
21.34,77.2,102.4,4.94007,1.23386,5,15,1,3,5,1,7,7,0,3,4,0,0,0,3,2,100,92,78,80,100,100,11.45
35,0,108,0.12491,0.10939,52,46,5,7,14,7,26,16,81,86,32,36,1,5,0,0,1,2,5,2,97,99,39.62
12.41,20.6,113.2,0.45403,1.56629,0,3,0,3,0,3,0,0,98,98,100,100,100,100,95,0,0,2,3,0,0,0,13.14
18.77,10,108.4,0.7242,0.67713,13,14,4,6,17,7,32,28,69,73,48,50,12,9,0,0,4,0,1,1,96,88,28.53
13.2,50.2,90.3,0.41546,0.32829,3,6,4,5,1,7,2,4,0,0,0,0,0,0,99,81,0,3,89,85,3,4,11.68
31.47,48.9,96.7,0.18741,5.2804,30,29,2,9,10,0,17,4,0,0,0,3,0,2,68,43,0,1,0,42,95,100,14.19
23.71,1.8,109.7,0.22534,0.80923,24,29,4,7,8,18,40,47,4,0,1,3,0,1,1,0,1,1,0,1,5,0,16.61
16.62,42.9,107.6,0.04576,0.82098,8,10,3,10,9,6,27,24,87,93,79,91,44,68,44,30,23,12,23,14,3,1,21.84
21.59,55,99.8,0.47405,0.04638,7,6,4,3,5,3,4,5,0,0,0,0,2,0,99,70,1,0,77,64,100,96,5.86
17.4,86.6,96.3,0.35134,0.57548,0,9,0,0,3,0,13,11,0,0,4,0,1,1,4,78,4,0,56,60,0,0,8.76
17.94,86.8,107.8,0.61471,0.90703,9,12,3,2,6,5,5,6,93,100,95,98,87,86,95,93,71,77,67,28,2,2,15.64
12.87,39,105.5,0.36741,0.16452,12,13,0,0,1,1,57,64,1,1,1,0,0,6,0,0,0,0,0,2,100,98,4.78
18.64,85.9,104.6,0.33034,0.60657,0,1,1,5,4,0,7,2,100,100,100,100,98,96,4,1,3,0,78,68,98,96,5.73
17.91,65.3,96.6,0.02818,2.18399,7,15,4,4,8,8,7,7,98,100,100,98,95,98,2,0,1,3,0,6,2,0,7.39
12.4,23.2,95.3,0.07288,1.00656,16,16,13,16,27,36,57,62,81,79,53,41,27,27,66,57,33,38,30,9,1,4,24.22
18.69,28.8,124.1,0.64823,0.90377,0,0,0,5,6,1,37,40,75,85,61,68,34,27,47,33,47,35,52,58,94,95,17.48
18.13,46.1,94.3,0.60682,0.60803,13,5,3,0,7,7,25,23,0,1,1,0,3,0,0,0,91,81,0,0,99,100,13.59
35,11.1,108.2,0.40208,5.60415,76,82,1,6,40,48,52,66,62,56,38,20,20,17,21,40,22,3,1,5,64,51,37.64
17.28,72.5,103,0.2808,0.2871,5,5,5,4,4,7,2,9,2,0,2,0,2,1,100,85,0,0,85,82,0,0,0.36
11.41,0,102.4,0.10979,0.96446,11,15,7,6,13,11,21,22,1,0,0,0,0,3,0,3,1,0,0,3,4,0,17.31
28.85,10.3,111.1,0.42901,0.37808,71,70,15,17,0,1,4,4,79,87,60,49,26,19,39,78,16,7,0,2,84,79,30.27
35,35.3,72,0.30342,0.40292,52,56,17,26,33,37,49,45,94,98,88,89,52,66,3,2,0,2,59,46,100,99,25.09
28.38,36.1,104.9,9.77284,1.48523,16,15,3,3,16,6,27,16,90,97,77,87,76,81,0,1,0,1,19,23,2,0,23.09
31.84,11,112.7,0.36505,1.10585,94,86,0,2,25,17,52,39,83,80,49,45,14,21,1,3,5,1,3,1,4,1,18.85
26.54,64.6,99.5,0.61794,0.57356,2,2,1,0,1,2,17,9,97,99,66,76,49,32,84,79,59,70,60,50,99,98,3.96
22.59,72.8,106.8,0.13879,0.16244,4,3,2,0,0,4,5,14,5,0,0,0,2,0,100,91,1,70,79,85,0,1,19.24
13.31,4.7,90.6,0.5556,1.52313,1,2,1,0,3,4,1,1,100,99,100,99,93,96,6,0,0,2,2,0,0,0,24.32
24.98,84.6,93.3,1.18209,1.41236,16,13,0,4,5,1,5,6,0,0,2,0,5,4,2,0,2,3,80,70,4,0,3.83
25.46,7.6,88.3,0.19394,0.33709,89,84,31,19,0,3,1,3,43,52,27,27,18,6,28,66,36,32,9,6,1,0,42.55
26.68,62.7,109.2,0.44016,0.19425,1,2,3,0,0,1,0,2,1,1,0,1,1,1,1,0,0,1,0,0,0,0,16.47
13.62,46,108.2,0.73924,0.78679,12,3,0,1,8,3,22,17,100,100,87,93,82,80,74,65,42,45,48,26,0,0,27.12
24.37,24.9,114.3,2.64784,1.31288,17,16,3,6,15,15,36,42,94,95,56,66,48,51,4,0,0,1,3,2,1,2,21.27
13.48,70.6,97.1,0.24355,8.24996,9,2,0,0,2,1,3,1,0,0,3,0,0,0,100,84,2,3,86,82,0,4,14.37
23.93,1.1,108.9,0.07459,0.14427,29,30,0,16,13,22,45,52,0,0,4,5,3,0,5,5,0,4,0,0,0,0,25.19
19.31,0,93.2,0.45955,0.40186,52,41,17,10,0,0,86,86,75,86,32,29,33,31,0,0,0,1,4,4,0,0,38.74
16.17,36.7,103.2,0.31398,1.5655,3,5,1,1,14,6,27,29,98,100,87,94,57,64,78,79,58,71,62,47,100,100,8.65
13.3,75.9,98.4,0.66812,0.07049,6,3,0,7,4,3,2,2,1,2,1,2,0,6,98,84,0,0,75,84,1,2,2.68
14.66,51.7,102.9,0.84472,0.70658,4,0,1,1,0,1,22,21,2,0,0,1,0,2,1,0,0,0,79,84,1,1,17.55
24.58,29.7,97.5,0.67613,0.77777,15,7,0,0,18,19,30,24,99,100,97,97,79,84,0,4,0,0,3,5,1,0,15.02
24.79,7.6,114.1,0.62834,0.3583,31,39,0,0,0,0,0,0,59,58,44,32,20,18,2,6,4,0,0,1,1,0,40.59
33.91,32.6,109.9,0.49349,2.71237,19,19,8,9,20,14,30,25,0,4,0,0,0,0,7,0,4,1,0,6,0,1,25.28
15.35,16.6,103.5,0.7064,0.12139,16,15,3,1,12,10,28,28,69,70,47,47,12,7,0,0,1,5,1,6,94,94,26.38
22.22,6.3,90.3,0.25782,0.56196,11,7,5,0,0,1,27,13,1,0,0,0,0,0,3,0,0,2,4,0,100,100,15.09
19.98,26.2,114.9,0.8218,1.53911,0,1,1,0,0,3,43,39,77,89,57,74,28,27,47,35,44,36,55,63,97,93,24.58
21.82,81.7,96.6,2.29997,0.44675,9,5,5,5,6,2,17,8,1,0,0,0,0,0,0,2,0,1,75,84,0,0,16.58
10.68,8,108,0.31543,0.9041,17,18,14,10,32,37,60,61,76,75,53,44,29,24,72,52,38,36,32,7,2,0,18.03
23.96,17.6,104.8,0.446,4.34001,72,72,16,22,17,20,53,51,72,73,48,45,26,33,0,1,3,4,1,4,76,79,29.49
15.1,51.4,101,0.10427,1.04429,1,2,5,2,6,1,2,0,97,92,92,95,64,69,82,86,0,0,85,81,100,99,18.25
21.31,0,144.1,0.27739,1.13493,47,39,3,0,31,34,63,66,53,59,26,24,16,19,13,1,8,8,3,0,79,82,31.13
35,10.3,116.9,0.26902,0.31219,62,62,6,2,19,14,42,34,72,92,34,55,31,39,15,1,3,0,0,0,0,3,26.4
17.04,34.2,102.4,0.53771,1.25647,10,9,0,8,22,15,23,22,87,96,62,58,37,37,3,21,0,5,34,29,98,96,15.11
14.35,80.5,110.5,0.75009,0.4301,6,1,2,1,3,2,5,3,0,0,0,0,0,0,100,90,3,0,78,84,2,0,10.62
19.84,53.3,112.4,0.17395,1.28934,4,8,8,2,8,5,22,18,88,96,73,80,73,83,84,70,55,49,55,31,100,100,16.94
18.35,54.2,111.8,0.23994,0.43986,3,23,1,5,5,0,1,0,4,0,0,2,1,0,0,0,3,4,0,1,0,0,12.42
23.18,46.1,101.7,0.19991,1.02464,4,3,1,0,15,18,42,32,0,0,0,0,0,0,1,0,1,5,55,60,94,97,15.07
12.55,94.3,101,0.04696,1.41709,1,6,2,2,6,0,6,6,1,0,0,0,4,3,0,95,0,0,87,83,0,1,6.11
9.21,16.2,113.3,0.65824,0.79665,19,9,6,2,2,3,16,14,1,3,0,1,3,5,0,0,3,0,0,1,0,0,16.84
19.08,28.5,106,0.25399,0.90846,16,15,8,10,33,35,58,66,82,78,54,49,28,23,69,53,33,36,30,12,0,1,21.28
28.98,149.4,102.2,0.64829,0.22193,9,5,0,1,1,9,3,5,0,0,0,1,4,0,1,0,0,0,74,64,98,99,16.46
18.18,71.5,110.3,1.3857,0.25606,5,4,2,0,7,2,2,1,0,0,0,0,1,2,4,1,6,3,80,78,0,0,11.21
34.39,59.2,119.7,4.72689,0.83594,51,50,0,2,1,12,25,27,0,0,0,0,4,0,67,34,6,0,6,34,5,0,21.07
9.66,76.7,100,0.22377,0.18595,10,11,4,0,2,1,0,4,0,3,0,0,0,1,97,81,4,0,84,86,4,0,7.31
17.42,29.6,120.4,0.75906,0.92856,0,1,2,0,2,6,38,34,75,89,63,72,32,27,44,32,48,36,57,53,89,99,17.21
21.98,50.8,112.4,0.46708,1.16653,4,5,2,3,10,9,27,20,96,97,87,90,61,60,80,84,60,71,57,41,98,100,16.89
13.41,81.9,109.1,0.22535,1.75129,8,10,6,3,3,6,3,2,2,5,2,0,0,2,88,61,3,0,85,80,0,0,5.89
28.29,50.4,100.4,1.62624,5.40812,29,30,1,5,9,5,17,9,0,0,0,1,0,1,68,39,0,0,1,37,98,100,9.93
22.68,34.3,111.7,0.37972,0.79511,14,10,4,0,0,0,11,21,0,0,0,1,2,4,59,35,6,0,0,22,97,100,27.79
14.26,70.4,101.7,0.49589,0.157,7,7,5,4,4,6,1,2,0,3,0,1,0,0,96,74,2,4,84,84,0,0,9.04
19.86,59.8,113.6,0.64528,0.55765,3,0,7,6,0,2,11,12,94,97,65,71,47,34,79,74,58,70,60,53,99,100,16.93
18.48,82.6,93.6,0.31784,0.79936,13,14,7,6,5,5,8,4,98,97,94,94,83,90,97,91,70,75,74,31,2,2,24.91
23.62,90.3,105.9,0.47698,1.60854,2,3,2,0,0,4,16,7,89,98,69,84,52,56,81,73,52,57,55,37,98,96,9.03
11.39,15.4,101.2,0.22428,1.05472,9,9,0,1,5,0,25,12,0,2,2,2,0,1,1,1,2,4,3,2,100,98,9.25
15.46,77.9,99.9,3.14948,0.25561,4,4,0,2,5,0,19,15,0,0,3,0,0,2,0,1,1,0,77,80,0,2,7.32
17.77,23.6,88.6,0.47519,0.78689,11,11,0,1,26,16,25,20,98,98,99,100,84,87,3,0,4,1,0,1,0,3,20.63
19.13,31.7,98.1,9.70909,1.93647,18,17,4,4,16,14,28,23,88,96,73,92,77,82,7,0,4,1,16,20,0,0,17.94
14.07,35,101.1,0.487,0.31733,12,6,4,0,2,0,0,2,0,5,0,1,0,0,4,0,0,0,0,1,2,3,2.83
35,38.5,82.3,0.33933,0.40014,57,59,16,21,31,30,48,47,97,100,81,87,54,66,0,4,0,4,61,42,99,100,22.76
16.38,0,5.1,0.3426,0.54665,35,33,5,2,3,2,35,23,99,100,80,94,54,74,1,0,0,5,1,5,100,99,0
13.49,68,98.7,0.12706,1.02244,5,1,1,4,17,14,41,32,0,2,0,0,1,2,3,0,5,0,59,59,98,95,29.24
30.07,0,114.7,0.59374,1.72121,72,69,0,0,2,0,16,6,0,2,0,0,0,0,2,0,4,1,1,0,98,99,25.51
29.12,0,69.7,0.59331,0.4047,74,74,52,52,33,41,48,56,2,0,0,0,1,4,3,0,2,2,0,1,94,92,29.06
24.85,12.7,86.7,2.88178,0.42532,3,1,5,0,21,27,31,26,0,5,4,0,0,1,0,0,3,1,6,2,0,2,10.39
35,20.2,97.7,0.07991,1.5401,54,60,15,32,49,61,61,82,51,39,34,22,27,17,1,0,0,0,1,0,70,42,37.32
11.94,4,117.3,0.11807,0.50601,3,0,0,0,4,0,0,2,30,24,18,16,18,9,1,0,0,2,0,0,0,0,33.79
12.39,102,112.8,0.5297,0.20336,5,4,0,8,1,0,3,3,2,0,3,0,4,0,100,86,6,4,77,88,0,0,2.25
25.68,33.1,108,0.11934,0.71343,88,88,4,2,2,0,0,3,100,100,92,92,80,65,0,6,7,0,0,0,0,1,41.17
12.44,28.2,107.2,0.5935,2.00277,5,3,0,1,4,3,1,1,97,97,81,89,46,64,0,0,56,53,87,81,98,97,9.89
15.32,6.1,99.8,0.58625,0.47966,16,16,7,3,13,14,27,27,70,71,45,50,13,7,2,0,1,3,1,0,88,93,31.8
19.25,86.1,96.7,4.48118,1.29574,9,10,2,0,9,2,0,0,0,2,0,1,0,0,1,0,99,89,78,77,100,95,15.43
